0.2518, 91.0520, 99.8280, 0.4418, 86.1700, 99.5300
0.2499, 91.0760, 99.8500, 0.4192, 86.5600, 99.4800
0.2446, 91.3540, 99.8280, 0.4091, 86.5900, 99.5200
0.2472, 91.3920, 99.8240, 0.4137, 86.8000, 99.4600
0.2455, 91.3020, 99.8300, 0.4241, 86.4200, 99.5100
0.2419, 91.4320, 99.8380, 0.4021, 86.9200, 99.5900
0.2418, 91.4660, 99.8460, 0.4101, 87.1300, 99.5100
0.2360, 91.7120, 99.8420, 0.4106, 87.3500, 99.5700
0.2346, 91.7880, 99.8580, 0.4060, 87.1800, 99.5800
0.2339, 91.7060, 99.8600, 0.3907, 87.6800, 99.6400
